age,year,brandname_tradename,cost_type,price.2023
adult,2010,boostrix,cdc,36.99213388
adult,2011,boostrix,cdc,36.04672012
adult,2012,boostrix,cdc,34.1358162
adult,2013,boostrix,cdc,32.55210549
adult,2014,boostrix,cdc,32.13423507
adult,2015,boostrix,cdc,29.38551362
adult,2016,boostrix,cdc,28.2139833
adult,2017,boostrix,cdc,28.03433754
adult,2018,boostrix,cdc,27.65101694
adult,2019,boostrix,cdc,26.96158287
adult,2020,boostrix,cdc,26.3106503
adult,2021,boostrix,cdc,26.49050255
adult,2022,boostrix,cdc,26.357433
adult,2023,boostrix,cdc,27.65792582
adult,2009,boostrix,private,54.67964897
adult,2010,boostrix,private,52.87563785
adult,2011,boostrix,private,51.31435778
adult,2012,boostrix,private,49.49858667
adult,2013,boostrix,private,48.30993327
adult,2014,boostrix,private,47.18088584
adult,2015,boostrix,private,45.97108571
adult,2016,boostrix,private,44.293918
adult,2017,boostrix,private,44.23923012
adult,2018,boostrix,private,44.99826459
adult,2019,boostrix,private,44.8919354
adult,2020,boostrix,private,43.9301954
adult,2021,boostrix,private,45.25208366
adult,2022,boostrix,private,44.21593682
adult,2023,boostrix,private,45.96824451
ped,2005,boostrix,cdc,48.65009669
ped,2006,boostrix,cdc,49.10679602
ped,2007,boostrix,cdc,47.90804976
ped,2008,boostrix,cdc,46.1965177
ped,2009,boostrix,cdc,42.89105237
ped,2010,boostrix,cdc,40.14489631
ped,2011,boostrix,cdc,40.1055183
ped,2012,boostrix,cdc,39.78964688
ped,2013,boostrix,cdc,39.20710082
ped,2014,boostrix,cdc,38.49031317
ped,2015,boostrix,cdc,38.07357863
ped,2016,boostrix,cdc,37.02989304
ped,2017,boostrix,cdc,36.1492109
ped,2018,boostrix,cdc,35.45274979
ped,2019,boostrix,cdc,35.14360672
ped,2020,boostrix,cdc,34.69655133
ped,2021,boostrix,cdc,35.23428471
ped,2022,boostrix,cdc,34.81109311
ped,2023,boostrix,cdc,35.76195055
ped,2005,boostrix,private,59.64924898
ped,2006,boostrix,private,58.51517006
ped,2007,boostrix,private,56.47696923
ped,2008,boostrix,private,54.64710021
ped,2009,boostrix,private,54.67964897
ped,2010,boostrix,private,52.87563785
ped,2011,boostrix,private,51.31435778
ped,2012,boostrix,private,49.49858667
ped,2013,boostrix,private,48.30993327
ped,2014,boostrix,private,47.18088584
ped,2015,boostrix,private,45.97108571
ped,2016,boostrix,private,45.23169869
ped,2017,boostrix,private,44.85245907
ped,2018,boostrix,private,44.99826459
ped,2019,boostrix,private,44.8919354
ped,2020,boostrix,private,43.9301954
ped,2021,boostrix,private,45.25208366
ped,2022,boostrix,private,44.52591139
ped,2023,boostrix,private,45.96824451
ped,2003,daptacel,cdc,23.47573764
ped,2004,daptacel,cdc,22.48541312
ped,2005,daptacel,cdc,21.57526027
ped,2006,daptacel,cdc,20.74311826
ped,2007,daptacel,cdc,20.33727316
ped,2008,daptacel,cdc,19.90581657
ped,2009,daptacel,cdc,19.83248414
ped,2010,daptacel,cdc,20.40254854
ped,2011,daptacel,cdc,19.70850972
ped,2012,daptacel,cdc,19.59561994
ped,2013,daptacel,cdc,19.66625203
ped,2014,daptacel,cdc,19.32468773
ped,2015,daptacel,cdc,19.4373992
ped,2016,daptacel,cdc,19.53119966
ped,2017,daptacel,cdc,19.62117656
ped,2018,daptacel,cdc,19.74607627
ped,2019,daptacel,cdc,19.70574522
ped,2020,daptacel,cdc,19.42464
ped,2021,daptacel,cdc,19.82557603
ped,2022,daptacel,cdc,19.72665394
ped,2023,daptacel,cdc,20.54392308
ped,2003,daptacel,private,38.21036775
ped,2004,daptacel,private,38.86890236
ped,2005,daptacel,private,37.29558716
ped,2006,daptacel,private,35.85712364
ped,2007,daptacel,private,34.33799729
ped,2008,daptacel,private,33.11126017
ped,2009,daptacel,private,33.39726322
ped,2010,daptacel,private,33.42272078
ped,2011,daptacel,private,33.34408335
ped,2012,daptacel,private,33.32128157
ped,2013,daptacel,private,33.26603442
ped,2014,daptacel,private,32.64339319
ped,2015,daptacel,private,33.13515622
ped,2016,daptacel,private,33.5123891
ped,2017,daptacel,private,33.59582901
ped,2018,daptacel,private,33.85286109
ped,2019,daptacel,private,33.84079467
ped,2020,daptacel,private,33.41578846
ped,2021,daptacel,private,34.23695967
ped,2022,daptacel,private,33.86051983
ped,2023,daptacel,private,35.60916209
ped,2022,dengvaxia,cdc,94.1181855
ped,2023,dengvaxia,cdc,95.46516484
ped,2022,dengvaxia,private,99.07177421
ped,2023,dengvaxia,private,100.8113736
adult,2001,engerixb,cdc,46.62109435
adult,2002,engerixb,cdc,44.52099604
adult,2003,engerixb,cdc,44.3057632
adult,2004,engerixb,cdc,42.73614148
adult,2005,engerixb,cdc,41.03529894
adult,2006,engerixb,cdc,40.19007097
adult,2007,engerixb,cdc,38.90845862
adult,2008,engerixb,cdc,37.22127681
adult,2009,engerixb,cdc,37.52630041
adult,2010,engerixb,cdc,38.51764412
adult,2011,engerixb,cdc,37.8461503
adult,2012,engerixb,cdc,34.65006089
adult,2013,engerixb,cdc,31.9496893
adult,2014,engerixb,cdc,31.64221204
adult,2015,engerixb,cdc,29.73829652
adult,2016,engerixb,cdc,29.17872624
adult,2017,engerixb,cdc,29.59134726
adult,2018,engerixb,cdc,30.13468851
adult,2019,engerixb,cdc,31.33317843
adult,2020,engerixb,cdc,30.25059325
adult,2021,engerixb,cdc,31.16732127
adult,2022,engerixb,cdc,33.51928361
adult,2023,engerixb,cdc,34.86649451
adult,2001,engerixb,private,103.7294284
adult,2002,engerixb,private,99.05682258
adult,2003,engerixb,private,93.90719958
adult,2004,engerixb,private,85.7972822
adult,2005,engerixb,private,86.86792046
adult,2006,engerixb,private,82.42598282
adult,2007,engerixb,private,78.44456278
adult,2008,engerixb,private,76.51171847
adult,2009,engerixb,private,76.44957579
adult,2010,engerixb,private,73.92732323
adult,2011,engerixb,private,71.74444163
adult,2012,engerixb,private,69.20574701
adult,2013,engerixb,private,67.54384812
adult,2014,engerixb,private,65.96528647
adult,2015,engerixb,private,64.27382157
adult,2016,engerixb,private,61.92891332
adult,2017,engerixb,private,62.21485528
adult,2018,engerixb,private,63.69980028
adult,2019,engerixb,private,63.76314409
adult,2020,engerixb,private,63.41322644
adult,2021,engerixb,private,64.4129661
adult,2022,engerixb,private,63.13495621
adult,2023,engerixb,private,66.62959615
ped,2001,engerixb,cdc,18.04687523
ped,2002,engerixb,cdc,18.37865435
ped,2003,engerixb,cdc,16.83768324
ped,2004,engerixb,cdc,15.87205632
ped,2005,engerixb,cdc,16.04081783
ped,2006,engerixb,cdc,14.75885602
ped,2007,engerixb,cdc,14.17766676
ped,2008,engerixb,cdc,13.83295352
ped,2009,engerixb,cdc,14.10276646
ped,2010,engerixb,cdc,14.24967531
ped,2011,engerixb,cdc,14.11049105
ped,2012,engerixb,cdc,14.00672171
ped,2013,engerixb,cdc,13.99836532
ped,2014,engerixb,cdc,13.87521637
ped,2015,engerixb,cdc,13.56483701
ped,2016,engerixb,cdc,13.52999306
ped,2017,engerixb,cdc,13.95018399
ped,2018,engerixb,cdc,15.34917243
ped,2019,engerixb,cdc,17.04014486
ped,2020,engerixb,cdc,16.55608853
ped,2021,engerixb,cdc,16.24439083
ped,2022,engerixb,cdc,16.13407871
ped,2023,engerixb,cdc,16.73745604
ped,2001,engerixb,private,48.52604229
ped,2002,engerixb,private,46.34013351
ped,2003,engerixb,private,43.32677284
ped,2004,engerixb,private,37.68731594
ped,2005,engerixb,private,36.16182839
ped,2006,engerixb,private,34.76709311
ped,2007,engerixb,private,33.2941471
ped,2008,engerixb,private,32.1047019
ped,2009,engerixb,private,31.1186178
ped,2010,engerixb,private,30.0919409
ped,2011,engerixb,private,29.20340415
ped,2012,engerixb,private,28.17003455
ped,2013,engerixb,private,27.49356256
ped,2014,engerixb,private,26.8510128
ped,2015,engerixb,private,26.16250604
ped,2016,engerixb,private,26.11925644
ped,2017,engerixb,private,25.77597447
ped,2018,engerixb,private,25.82892699
ped,2019,engerixb,private,25.84816003
ped,2020,engerixb,private,25.50630886
ped,2021,engerixb,private,26.3544938
ped,2022,engerixb,private,26.11061957
ped,2023,engerixb,private,27.27087637
adult,2015,gardasil9,cdc,148.9193839
adult,2016,gardasil9,cdc,140.4193875
adult,2017,gardasil9,cdc,133.7537116
adult,2018,gardasil9,cdc,143.7486786
adult,2019,gardasil9,cdc,158.6650005
adult,2020,gardasil9,cdc,148.1963865
adult,2021,gardasil9,cdc,156.4328221
adult,2022,gardasil9,cdc,162.29723
adult,2023,gardasil9,cdc,171.4823269
adult,2015,gardasil9,private,205.1385567
adult,2016,gardasil9,private,215.8094623
adult,2017,gardasil9,private,227.1120807
adult,2018,gardasil9,private,232.2436474
adult,2019,gardasil9,private,242.2004624
adult,2020,gardasil9,private,240.2679521
adult,2021,gardasil9,private,247.7002433
adult,2022,gardasil9,private,256.510127
adult,2023,gardasil9,private,268.7091264
ped,2015,gardasil9,cdc,164.3695864
ped,2016,gardasil9,cdc,161.6281445
ped,2017,gardasil9,cdc,171.3865837
ped,2018,gardasil9,cdc,184.148435
ped,2019,gardasil9,cdc,191.8255225
ped,2020,gardasil9,cdc,194.7945454
ped,2021,gardasil9,cdc,202.0252152
ped,2022,gardasil9,cdc,205.2984572
ped,2023,gardasil9,cdc,220.5305495
ped,2015,gardasil9,private,203.3207286
ped,2016,gardasil9,private,215.8094623
ped,2017,gardasil9,private,227.1120807
ped,2018,gardasil9,private,232.2436474
ped,2019,gardasil9,private,242.2004624
ped,2020,gardasil9,private,240.2679521
ped,2021,gardasil9,private,247.8332627
ped,2022,gardasil9,private,256.510127
ped,2023,gardasil9,private,268.7091264
adult,2001,havrix,cdc,33.7276046
adult,2002,havrix,cdc,32.20830767
adult,2003,havrix,cdc,31.03542088
adult,2004,havrix,cdc,31.30322218
adult,2005,havrix,cdc,31.28435983
adult,2006,havrix,cdc,30.65431514
adult,2007,havrix,cdc,29.67127472
adult,2008,havrix,cdc,28.38644559
adult,2009,havrix,cdc,28.77944481
adult,2010,havrix,cdc,29.70153036
adult,2011,havrix,cdc,29.02417444
adult,2012,havrix,cdc,27.93858822
adult,2013,havrix,cdc,29.98222289
adult,2014,havrix,cdc,31.87317684
adult,2015,havrix,cdc,31.50029389
adult,2016,havrix,cdc,30.34474624
adult,2017,havrix,cdc,29.62017832
adult,2018,havrix,cdc,30.47321712
adult,2019,havrix,cdc,32.40115329
adult,2020,havrix,cdc,34.02974435
adult,2021,havrix,cdc,36.1923304
adult,2022,havrix,cdc,37.63457819
adult,2023,havrix,cdc,38.569
adult,2001,havrix,private,119.2096369
adult,2002,havrix,private,113.8397081
adult,2003,havrix,private,106.3945115
adult,2004,havrix,private,92.410639
adult,2005,havrix,private,94.94444086
adult,2006,havrix,private,90.03796081
adult,2007,havrix,private,85.65803498
adult,2008,havrix,private,84.90740831
adult,2009,havrix,private,88.66494584
adult,2010,havrix,private,88.85360182
adult,2011,havrix,private,86.26722857
adult,2012,havrix,private,83.98702263
adult,2013,havrix,private,81.88251285
adult,2014,havrix,private,79.99880572
adult,2015,havrix,private,78.0017143
adult,2016,havrix,private,75.166016
adult,2017,havrix,private,74.42385853
adult,2018,havrix,private,75.15335162
adult,2019,havrix,private,75.23722993
adult,2020,havrix,private,74.22755535
adult,2021,havrix,private,76.60608692
adult,2022,havrix,private,75.27355517
adult,2023,havrix,private,79.4493544
ped,2001,havrix,cdc,22.3580732
ped,2002,havrix,cdc,21.35092928
ped,2003,havrix,cdc,20.6708903
ped,2004,havrix,cdc,19.66371421
ped,2005,havrix,cdc,20.69221336
ped,2006,havrix,cdc,19.8606083
ped,2007,havrix,cdc,19.08532064
ped,2008,havrix,cdc,18.40349079
ped,2009,havrix,cdc,18.37630175
ped,2010,havrix,cdc,18.47409378
ped,2011,havrix,cdc,19.13935968
ped,2012,havrix,cdc,19.30068975
ped,2013,havrix,cdc,19.84156207
ped,2014,havrix,cdc,20.13063096
ped,2015,havrix,cdc,20.56439408
ped,2016,havrix,cdc,20.7904209
ped,2017,havrix,cdc,21.24810792
ped,2018,havrix,cdc,21.84352762
ped,2019,havrix,cdc,22.26327133
ped,2020,havrix,cdc,22.09948426
ped,2021,havrix,cdc,22.46324469
ped,2022,havrix,cdc,22.21357102
ped,2023,havrix,cdc,22.84078022
ped,2001,havrix,private,59.61484451
ped,2002,havrix,private,56.92942848
ped,2003,havrix,private,53.17818581
ped,2004,havrix,private,46.09950579
ped,2005,havrix,private,48.37758176
ped,2006,havrix,private,46.14514714
ped,2007,havrix,private,44.77649919
ped,2008,havrix,private,42.6388947
ped,2009,havrix,private,40.24916146
ped,2010,havrix,private,40.46992894
ped,2011,havrix,private,39.27495719
ped,2012,havrix,private,37.88520322
ped,2013,havrix,private,36.97543229
ped,2014,havrix,private,36.11128253
ped,2015,havrix,private,35.18532632
ped,2016,havrix,private,35.14023482
ped,2017,havrix,private,34.68249422
ped,2018,havrix,private,35.54829422
ped,2019,havrix,private,35.83791322
ped,2020,havrix,private,35.09174426
ped,2021,havrix,private,36.19707905
ped,2022,havrix,private,35.64288252
ped,2023,havrix,private,36.83423626
adult,2018,heplisavb,cdc,78.70790203
adult,2019,heplisavb,cdc,76.54254425
adult,2020,heplisavb,cdc,75.26458348
adult,2021,heplisavb,cdc,77.05418491
adult,2022,heplisavb,cdc,74.9943309
adult,2023,heplisavb,cdc,74.94
adult,2018,heplisavb,private,130.6156224
adult,2019,heplisavb,private,127.022215
adult,2020,heplisavb,private,123.9263906
adult,2021,heplisavb,private,129.0023474
adult,2022,heplisavb,private,130.4405163
adult,2023,heplisavb,private,137.3927198
ped,2009,hiberix,cdc,12.61053955
ped,2010,hiberix,cdc,12.19448798
ped,2011,hiberix,cdc,12.1647938
ped,2012,hiberix,cdc,11.83747825
ped,2013,hiberix,cdc,11.5532144
ped,2014,hiberix,cdc,11.28320519
ped,2015,hiberix,cdc,10.99388415
ped,2016,hiberix,cdc,10.82767583
ped,2017,hiberix,cdc,10.88574636
ped,2018,hiberix,cdc,10.83632564
ped,2019,hiberix,cdc,10.43280697
ped,2020,hiberix,cdc,9.972030248
ped,2021,hiberix,cdc,9.976608718
ped,2022,hiberix,cdc,9.995582126
ped,2023,hiberix,cdc,10.60204945
ped,2009,hiberix,private,33.2446441
ped,2010,hiberix,private,32.14782456
ped,2011,hiberix,private,31.1985829
ped,2012,hiberix,private,30.09461342
ped,2013,hiberix,private,29.37192481
ped,2014,hiberix,private,28.685476
ped,2015,hiberix,private,27.94993041
ped,2016,hiberix,private,20.77924064
ped,2017,hiberix,private,11.80631688
ped,2018,hiberix,private,11.82401076
ped,2019,hiberix,private,11.82521862
ped,2020,hiberix,private,11.56976354
ped,2021,hiberix,private,12.00956265
ped,2022,hiberix,private,11.9035633
ped,2023,hiberix,private,12.41367582
ped,2001,infanrix,cdc,21.21510444
ped,2002,infanrix,cdc,21.83512076
ped,2003,infanrix,cdc,22.2106478
ped,2004,infanrix,cdc,22.48541312
ped,2005,infanrix,cdc,23.19770496
ped,2006,infanrix,cdc,21.32639275
ped,2007,infanrix,cdc,20.64330599
ped,2008,infanrix,cdc,20.10805273
ped,2009,infanrix,cdc,20.02250795
ped,2010,infanrix,cdc,19.88223327
ped,2011,infanrix,cdc,20.0929488
ped,2012,infanrix,cdc,20.05337015
ped,2013,infanrix,cdc,20.17033908
ped,2014,infanrix,cdc,19.84460879
ped,2015,infanrix,cdc,19.65379782
ped,2016,infanrix,cdc,19.66980247
ped,2017,infanrix,cdc,20.14620524
ped,2018,infanrix,cdc,20.39777484
ped,2019,infanrix,cdc,20.35792303
ped,2020,infanrix,cdc,20.07029206
ped,2021,infanrix,cdc,20.48449974
ped,2022,infanrix,cdc,20.25212254
ped,2023,infanrix,cdc,20.91374176
ped,2001,infanrix,private,37.09635464
ped,2002,infanrix,private,35.42530868
ped,2003,infanrix,private,35.81959513
ped,2004,infanrix,private,34.65398963
ped,2005,infanrix,private,35.43149583
ped,2006,infanrix,private,34.32103338
ped,2007,infanrix,private,32.94916463
ped,2008,infanrix,private,32.0137369
ped,2009,infanrix,private,30.58879144
ped,2010,infanrix,private,29.53502947
ped,2011,infanrix,private,28.64311422
ped,2012,infanrix,private,27.63652378
ped,2013,infanrix,private,27.04072541
ped,2014,infanrix,private,26.38556229
ped,2015,infanrix,private,25.66701575
ped,2016,infanrix,private,25.99834761
ped,2017,infanrix,private,25.77597447
ped,2018,infanrix,private,26.6783486
ped,2019,infanrix,private,26.93728365
ped,2020,infanrix,private,26.34218141
ped,2021,infanrix,private,27.31274546
ped,2022,infanrix,private,26.87195135
ped,2023,infanrix,private,27.93760165
ped,2001,ipol,cdc,16.54296896
ped,2002,ipol,cdc,16.53847422
ped,2003,ipol,cdc,16.70748167
ped,2004,ipol,cdc,17.56507566
ped,2005,ipol,cdc,17.16537191
ped,2006,ipol,cdc,17.41903468
ped,2007,ipol,cdc,17.0844223
ped,2008,ipol,cdc,16.78560149
ped,2009,ipol,cdc,16.74925795
ped,2010,ipol,cdc,16.44703056
ped,2011,ipol,cdc,16.28088242
ped,2012,ipol,cdc,16.03704667
ped,2013,ipol,cdc,15.92168612
ped,2014,ipol,cdc,15.64333458
ped,2015,ipol,cdc,15.36490762
ped,2016,ipol,cdc,14.96320506
ped,2017,ipol,cdc,14.91223076
ped,2018,ipol,cdc,14.9355599
ped,2019,ipol,cdc,14.80172238
ped,2020,ipol,cdc,14.52058316
ped,2021,ipol,cdc,14.58619114
ped,2022,ipol,cdc,14.8634109
ped,2023,ipol,cdc,15.76563187
ped,2001,ipol,private,30.9203129
ped,2002,ipol,private,29.5274735
ped,2003,ipol,private,38.9356313
ped,2004,ipol,private,38.44564752
ped,2005,ipol,private,36.88946462
ped,2006,ipol,private,36.63321394
ped,2007,ipol,private,37.68877866
ped,2008,ipol,private,38.12481846
ped,2009,ipol,private,35.14440206
ped,2010,ipol,private,34.91775486
ped,2011,ipol,private,34.75164097
ped,2012,ipol,private,35.12106557
ped,2013,ipol,private,35.12371999
ped,2014,ipol,private,34.47785639
ped,2015,ipol,private,35.07890959
ped,2016,ipol,private,35.58848219
ped,2017,ipol,private,35.7355232
ped,2018,ipol,private,36.07586563
ped,2019,ipol,private,36.79058737
ped,2020,ipol,private,37.07360505
ped,2021,ipol,private,38.41245262
ped,2022,ipol,private,38.31259686
ped,2023,ipol,private,40.48118681
ped,2008,kinrix,cdc,48.45000637
ped,2009,kinrix,cdc,46.96188227
ped,2010,kinrix,cdc,45.93281383
ped,2011,kinrix,cdc,46.30350973
ped,2012,kinrix,cdc,46.34358684
ped,2013,kinrix,cdc,47.25107477
ped,2014,kinrix,cdc,47.94892751
ped,2015,kinrix,cdc,47.13413582
ped,2016,kinrix,cdc,46.36116411
ped,2017,kinrix,cdc,45.53371919
ped,2018,kinrix,cdc,45.26366234
ped,2019,kinrix,cdc,45.02904812
ped,2020,kinrix,cdc,44.45433051
ped,2021,kinrix,cdc,45.13932041
ped,2022,kinrix,cdc,44.89949523
ped,2023,kinrix,cdc,46.5418956
ped,2008,kinrix,private,72.11163739
ped,2009,kinrix,private,69.89675501
ped,2010,kinrix,private,67.59069552
ped,2011,kinrix,private,65.59491806
ped,2012,kinrix,private,63.27382584
ped,2013,kinrix,private,61.75437542
ped,2014,kinrix,private,60.31111906
ped,2015,kinrix,private,58.76463686
ped,2016,kinrix,private,57.15154001
ped,2017,kinrix,private,56.64780624
ped,2018,kinrix,private,56.83467566
ped,2019,kinrix,private,56.81037137
ped,2020,kinrix,private,55.6048879
ped,2021,kinrix,private,57.75564886
ped,2022,kinrix,private,56.86878746
ped,2023,kinrix,private,59.20227747
adult,2022,menquadfi,cdc,80.29417046
adult,2023,menquadfi,cdc,79.79961538
adult,2022,menquadfi,private,148.8178136
adult,2023,menquadfi,private,155.4779505
ped,2021,menquadfi,cdc,104.1790698
ped,2022,menquadfi,cdc,103.6389071
ped,2023,menquadfi,cdc,107.0665714
ped,2021,menquadfi,private,147.266825
ped,2022,menquadfi,private,147.0165086
ped,2023,menquadfi,private,155.4779505
adult,2011,menveo,cdc,89.53706316
adult,2012,menveo,cdc,87.97254212
adult,2013,menveo,cdc,88.37910001
adult,2014,menveo,cdc,89.5828473
adult,2015,menveo,cdc,87.74185869
adult,2016,menveo,cdc,84.99006105
adult,2017,menveo,cdc,80.26558027
adult,2018,menveo,cdc,74.37473581
adult,2019,menveo,cdc,73.27090445
adult,2020,menveo,cdc,72.5955369
adult,2021,menveo,cdc,73.45988657
adult,2022,menveo,cdc,73.66981089
adult,2023,menveo,cdc,77.53953846
adult,2011,menveo,private,145.5250588
adult,2012,menveo,private,144.2052934
adult,2013,menveo,private,144.312963
adult,2014,menveo,private,147.1816781
adult,2015,menveo,private,143.7505444
adult,2016,menveo,private,138.5060789
adult,2017,menveo,private,135.1144362
adult,2018,menveo,private,140.5945282
adult,2019,menveo,private,142.4519185
adult,2020,menveo,private,139.5323758
adult,2021,menveo,private,145.3090885
adult,2022,menveo,private,142.2095041
adult,2023,menveo,private,148.1214505
ped,2010,menveo,cdc,112.2991243
ped,2011,menveo,cdc,110.3976512
ped,2012,menveo,cdc,108.3976388
ped,2013,menveo,cdc,105.8929194
ped,2014,menveo,cdc,103.3168959
ped,2015,menveo,cdc,102.4790421
ped,2016,menveo,cdc,91.76601099
ped,2017,menveo,cdc,86.62650757
ped,2018,menveo,cdc,89.62749579
ped,2019,menveo,cdc,89.75100956
ped,2020,menveo,cdc,95.7567894
ped,2021,menveo,cdc,102.7129043
ped,2022,menveo,cdc,101.8869566
ped,2023,menveo,cdc,104.8448901
ped,2010,menveo,private,145.3644381
ped,2011,menveo,private,144.4959334
ped,2012,menveo,private,145.8750314
ped,2013,menveo,private,144.312963
ped,2014,menveo,private,147.1816781
ped,2015,menveo,private,143.7505444
ped,2016,menveo,private,140.5691965
ped,2017,menveo,private,136.4635399
ped,2018,menveo,private,140.5945282
ped,2019,menveo,private,142.4519185
