age,year,brandname_tradename,cost_type,price.2023
ped,2020,menveo,private,139.5323758
ped,2021,menveo,private,145.3090885
ped,2022,menveo,private,143.2547613
ped,2023,menveo,private,148.1214505
adult,2009,mmrii,cdc,49.60485332
adult,2010,mmrii,cdc,47.38030773
adult,2011,mmrii,cdc,47.28046554
adult,2012,mmrii,cdc,48.05157092
adult,2013,mmrii,cdc,48.14896967
adult,2014,mmrii,cdc,46.60906933
adult,2015,mmrii,cdc,47.76560678
adult,2016,mmrii,cdc,47.18393396
adult,2017,mmrii,cdc,47.24157982
adult,2018,mmrii,cdc,49.52052942
adult,2019,mmrii,cdc,52.23897351
adult,2020,mmrii,cdc,51.50564164
adult,2021,mmrii,cdc,53.53057257
adult,2022,mmrii,cdc,54.95470022
adult,2023,mmrii,cdc,58.56109615
adult,2009,mmrii,private,70.34817155
adult,2010,mmrii,private,68.64269951
adult,2011,mmrii,private,68.54668938
adult,2012,mmrii,private,68.42811126
adult,2013,mmrii,private,70.42160484
adult,2014,mmrii,private,70.53762318
adult,2015,mmrii,private,73.48269287
adult,2016,mmrii,private,75.7158255
adult,2017,mmrii,private,78.6202944
adult,2018,mmrii,private,80.38578871
adult,2019,mmrii,private,83.67481163
adult,2020,mmrii,private,82.93651119
adult,2021,mmrii,private,85.05653128
adult,2022,mmrii,private,87.44320409
adult,2023,mmrii,private,89.67437912
ped,2001,mmrii,cdc,31.14088582
ped,2002,mmrii,cdc,29.88625076
ped,2003,mmrii,cdc,28.94916076
ped,2004,mmrii,cdc,28.19935339
ped,2005,mmrii,cdc,27.50820116
ped,2006,mmrii,cdc,27.83220519
ped,2007,mmrii,cdc,27.22468128
ped,2008,mmrii,cdc,26.70788544
ped,2009,mmrii,cdc,26.63293594
ped,2010,mmrii,cdc,26.11964516
ped,2011,mmrii,cdc,25.83200857
ped,2012,mmrii,cdc,25.35740579
ped,2013,mmrii,cdc,25.28446519
ped,2014,mmrii,cdc,24.96963864
ped,2015,mmrii,cdc,24.36586606
ped,2016,mmrii,cdc,23.65979389
ped,2017,mmrii,cdc,23.55358067
ped,2018,mmrii,cdc,23.62508093
ped,2019,mmrii,cdc,23.24036529
ped,2020,mmrii,cdc,22.75435993
ped,2021,mmrii,cdc,22.91898343
ped,2022,mmrii,cdc,23.30116664
ped,2023,mmrii,cdc,24.63728022
ped,2001,mmrii,private,56.63178027
ped,2002,mmrii,private,54.28689194
ped,2003,mmrii,private,61.9451927
ped,2004,mmrii,private,61.24850177
ped,2005,mmrii,private,64.39180824
ped,2006,mmrii,private,67.34107412
ped,2007,mmrii,private,68.64205276
ped,2008,mmrii,private,68.05189088
ped,2009,mmrii,private,69.74029541
ped,2010,mmrii,private,68.64269951
ped,2011,mmrii,private,68.54668938
ped,2012,mmrii,private,68.42811126
ped,2013,mmrii,private,70.42160484
ped,2014,mmrii,private,70.53762318
ped,2015,mmrii,private,73.48312002
ped,2016,mmrii,private,75.7158255
ped,2017,mmrii,private,78.6202944
ped,2018,mmrii,private,80.38578871
ped,2019,mmrii,private,83.67481163
ped,2020,mmrii,private,82.93651119
ped,2021,mmrii,private,85.45558945
ped,2022,mmrii,private,87.44320409
ped,2023,mmrii,private,89.67437912
ped,2003,pediarix,cdc,60.30042414
ped,2004,pediarix,cdc,57.75664938
ped,2005,pediarix,cdc,60.08196288
ped,2006,pediarix,cdc,68.68680683
ped,2007,pediarix,cdc,71.4725783
ped,2008,pediarix,cdc,71.59160155
ped,2009,pediarix,cdc,70.98889181
ped,2010,pediarix,cdc,69.68743069
ped,2011,pediarix,cdc,69.43180029
ped,2012,pediarix,cdc,68.33442819
ped,2013,pediarix,cdc,67.49408269
ped,2014,pediarix,cdc,67.27644578
ped,2015,pediarix,cdc,65.93881961
ped,2016,pediarix,cdc,64.45325379
ped,2017,pediarix,cdc,64.48975826
ped,2018,pediarix,cdc,64.98534098
ped,2019,pediarix,cdc,64.50749614
ped,2020,pediarix,cdc,63.55772566
ped,2021,pediarix,cdc,64.61200315
ped,2022,pediarix,cdc,62.5373062
ped,2023,pediarix,cdc,63.81834066
ped,2003,pediarix,private,115.4869724
ped,2004,pediarix,private,122.4088254
ped,2005,pediarix,private,119.6342371
ped,2006,pediarix,private,115.0551626
ped,2007,pediarix,private,110.1807245
ped,2008,pediarix,private,106.2444791
ped,2009,pediarix,private,102.981219
ped,2010,pediarix,private,99.58362473
ped,2011,pediarix,private,96.64317928
ped,2012,pediarix,private,93.22343674
ped,2013,pediarix,private,90.98477979
ped,2014,pediarix,private,88.85838208
ped,2015,pediarix,private,86.57989831
ped,2016,pediarix,private,85.19943975
ped,2017,pediarix,private,83.69136711
ped,2018,pediarix,private,85.65517875
ped,2019,pediarix,private,86.2610265
ped,2020,pediarix,private,85.08263606
ped,2021,pediarix,private,93.12932072
ped,2022,pediarix,private,90.1102819
ped,2023,pediarix,private,92.41350824
ped,2001,pedvaxhib,cdc,16.24218771
ped,2002,pedvaxhib,cdc,15.80682113
ped,2003,pedvaxhib,cdc,15.94984409
ped,2004,pedvaxhib,cdc,17.22999891
ped,2005,pedvaxhib,cdc,16.84343983
ped,2006,pedvaxhib,cdc,17.09365243
ped,2007,pedvaxhib,cdc,16.74444764
ped,2008,pedvaxhib,cdc,16.44411129
ped,2009,pedvaxhib,cdc,16.42889782
ped,2010,pedvaxhib,cdc,16.1278742
ped,2011,pedvaxhib,cdc,15.86366465
ped,2012,pedvaxhib,cdc,15.65940275
ped,2013,pedvaxhib,cdc,15.60337116
ped,2014,pedvaxhib,cdc,15.45527656
ped,2015,pedvaxhib,cdc,15.10740873
ped,2016,pedvaxhib,cdc,14.68010145
ped,2017,pedvaxhib,cdc,14.62746087
ped,2018,pedvaxhib,cdc,14.68742959
ped,2019,pedvaxhib,cdc,14.46388483
ped,2020,pedvaxhib,cdc,14.16534276
ped,2021,pedvaxhib,cdc,14.28805607
ped,2022,pedvaxhib,cdc,14.57588942
ped,2023,pedvaxhib,cdc,15.45531868
ped,2001,pedvaxhib,private,36.87883799
ped,2002,pedvaxhib,private,36.28700537
ped,2003,pedvaxhib,private,38.81736741
ped,2004,pedvaxhib,private,37.95185022
ped,2005,pedvaxhib,private,38.49601028
ped,2006,pedvaxhib,private,37.04476884
ped,2007,pedvaxhib,private,35.4753266
ped,2008,pedvaxhib,private,34.20795799
ped,2009,pedvaxhib,private,33.15727316
ped,2010,pedvaxhib,private,32.06333619
ped,2011,pedvaxhib,private,31.11658926
ped,2012,pedvaxhib,private,30.01552113
ped,2013,pedvaxhib,private,29.2937634
ped,2014,pedvaxhib,private,28.60883062
ped,2015,pedvaxhib,private,28.04118511
ped,2016,pedvaxhib,private,28.51970668
ped,2017,pedvaxhib,private,29.43037387
ped,2018,pedvaxhib,private,29.59868488
ped,2019,pedvaxhib,private,28.78464846
ped,2020,pedvaxhib,private,27.65288261
ped,2021,pedvaxhib,private,28.25717741
ped,2022,pedvaxhib,private,28.2123455
ped,2023,pedvaxhib,private,28.80212637
ped,2008,pentacel,cdc,75.26652153
ped,2009,pentacel,cdc,74.4505654
ped,2010,pentacel,cdc,71.6830042
ped,2011,pentacel,cdc,71.19462617
ped,2012,pentacel,cdc,71.13597533
ped,2013,pentacel,cdc,71.58898592
ped,2014,pentacel,cdc,66.99263281
ped,2015,pentacel,cdc,65.98516672
ped,2016,pentacel,cdc,66.38484609
ped,2017,pentacel,cdc,65.33918689
ped,2018,pentacel,cdc,65.37706695
ped,2019,pentacel,cdc,64.91246706
ped,2020,pentacel,cdc,64.39812747
ped,2021,pentacel,cdc,65.55291652
ped,2022,pentacel,cdc,65.22730996
ped,2023,pentacel,cdc,67.63681319
ped,2008,pentacel,private,109.5345725
ped,2009,pentacel,private,106.1702585
ped,2010,pentacel,private,105.9721679
ped,2011,pentacel,private,105.8811302
ped,2012,pentacel,private,105.9697882
ped,2013,pentacel,private,103.4771753
ped,2014,pentacel,private,101.0588189
ped,2015,pentacel,private,101.8955663
ped,2016,pentacel,private,103.1912636
ped,2017,pentacel,private,103.5482502
ped,2018,pentacel,private,104.4699293
ped,2019,pentacel,private,105.4917792
ped,2020,pentacel,private,105.2333805
ped,2021,pentacel,private,107.9588801
ped,2022,pentacel,private,105.6353865
ped,2023,pentacel,private,110.8617857
adult,2012,pneumovax23,cdc,30.06648427
adult,2013,pneumovax23,cdc,30.13338538
adult,2014,pneumovax23,cdc,42.96918698
adult,2015,pneumovax23,cdc,33.73144979
adult,2016,pneumovax23,cdc,30.84649683
adult,2017,pneumovax23,cdc,42.89115703
adult,2018,pneumovax23,cdc,58.56150019
adult,2019,pneumovax23,cdc,66.68737136
adult,2020,pneumovax23,cdc,66.08209347
adult,2021,pneumovax23,cdc,71.46075675
adult,2022,pneumovax23,cdc,75.12402101
adult,2023,pneumovax23,cdc,78.81641209
adult,2012,pneumovax23,private,75.96022792
adult,2013,pneumovax23,private,81.41997711
adult,2014,pneumovax23,private,85.40457637
adult,2015,pneumovax23,private,89.40197313
adult,2016,pneumovax23,private,96.10745142
adult,2017,pneumovax23,private,102.7619717
adult,2018,pneumovax23,private,107.1408333
adult,2019,pneumovax23,private,111.7723258
adult,2020,pneumovax23,private,110.8877114
adult,2021,pneumovax23,private,114.3955196
adult,2022,pneumovax23,private,116.0901089
adult,2023,pneumovax23,private,117.0807527
ped,2012,pneumovax23,cdc,50.07859674
ped,2013,pneumovax23,cdc,50.34805387
ped,2014,pneumovax23,cdc,51.51629983
ped,2015,pneumovax23,cdc,53.08936941
ped,2016,pneumovax23,cdc,54.01970639
ped,2017,pneumovax23,cdc,55.38799663
ped,2018,pneumovax23,cdc,58.70600726
ped,2019,pneumovax23,cdc,60.9171808
ped,2020,pneumovax23,cdc,61.57675972
ped,2021,pneumovax23,cdc,63.87997314
ped,2022,pneumovax23,cdc,64.92725742
ped,2023,pneumovax23,cdc,65.8
ped,2012,pneumovax23,private,81.65487225
ped,2013,pneumovax23,private,82.49639489
ped,2014,pneumovax23,private,85.40111759
ped,2015,pneumovax23,private,89.4033992
ped,2016,pneumovax23,private,96.10745142
ped,2017,pneumovax23,private,102.7619717
ped,2018,pneumovax23,private,107.1408333
ped,2019,pneumovax23,private,111.7723258
ped,2020,pneumovax23,private,110.8877114
ped,2021,pneumovax23,private,114.3955196
ped,2022,pneumovax23,private,116.0901089
ped,2023,pneumovax23,private,117.0807527
ped,2010,prevnar13,cdc,129.1967982
ped,2011,prevnar13,cdc,131.019016
ped,2012,prevnar13,cdc,132.7508912
ped,2013,prevnar13,cdc,136.1960374
ped,2014,prevnar13,cdc,139.6260398
ped,2015,prevnar13,cdc,141.7755387
ped,2016,prevnar13,cdc,140.9855947
ped,2017,prevnar13,cdc,144.1923237
ped,2018,prevnar13,cdc,147.3538161
ped,2019,prevnar13,cdc,148.9308263
ped,2020,prevnar13,cdc,149.8097261
ped,2021,prevnar13,cdc,155.2499908
ped,2022,prevnar13,cdc,156.476054
ped,2023,prevnar13,cdc,158.18
ped,2010,prevnar13,private,153.1351695
ped,2011,prevnar13,private,156.5868429
ped,2012,prevnar13,private,159.4368591
ped,2013,prevnar13,private,164.3888962
ped,2014,prevnar13,private,171.6785759
ped,2015,prevnar13,private,187.5241717
ped,2016,prevnar13,private,189.1329753
ped,2017,prevnar13,private,195.6346387
ped,2018,prevnar13,private,203.173588
ped,2019,prevnar13,private,202.6333093
ped,2020,prevnar13,private,211.6369276
ped,2021,prevnar13,private,219.7290948
ped,2022,prevnar13,private,225.3524087
ped,2023,prevnar13,private,226.43
adult,2022,prevnar20,cdc,173.2455647
adult,2023,prevnar20,cdc,174.9265495
adult,2022,prevnar20,private,249.180523
adult,2023,prevnar20,private,253.160522
ped,2023,prevnar20,cdc,178
ped,2023,prevnar20,private,253.21
adult,2022,priorix,cdc,55.9305198
adult,2023,priorix,cdc,58.56109615
adult,2022,priorix,private,87.37730195
adult,2023,priorix,private,89.64865934
ped,2022,priorix,cdc,23.68716056
ped,2023,priorix,cdc,24.64857143
ped,2022,priorix,private,87.37730195
ped,2023,priorix,private,89.64865934
ped,2005,proquad,cdc,126.6594691
ped,2006,proquad,cdc,121.774306
ped,2007,proquad,cdc,119.3583711
ped,2008,proquad,cdc,118.0192463
ped,2009,proquad,cdc,119.6529073
ped,2010,proquad,cdc,119.5827336
ped,2011,proquad,cdc,117.1388581
ped,2012,proquad,cdc,114.6733216
ped,2013,proquad,cdc,121.3239424
ped,2014,proquad,cdc,127.1199396
ped,2015,proquad,cdc,131.6861295
ped,2016,proquad,cdc,133.2238375
ped,2017,proquad,cdc,135.3126117
ped,2018,proquad,cdc,139.3948597
ped,2019,proquad,cdc,142.4896034
ped,2020,proquad,cdc,143.3474077
ped,2021,proquad,cdc,148.7634219
ped,2022,proquad,cdc,151.4206003
ped,2023,proquad,cdc,162.2290824
ped,2005,proquad,private,199.0000477
ped,2006,proquad,private,191.3247614
ped,2007,proquad,private,189.6229543
ped,2008,proquad,private,186.8442571
ped,2009,proquad,private,186.5275638
ped,2010,proquad,private,183.1826225
ped,2011,proquad,private,183.023487
ped,2012,proquad,private,178.8673413
ped,2013,proquad,private,188.8918674
ped,2014,proquad,private,197.3142051
ped,2015,proquad,private,207.2666008
ped,2016,proquad,private,216.6915686
ped,2017,proquad,private,224.2429166
ped,2018,proquad,private,229.4434082
ped,2019,proquad,private,239.1009733
ped,2020,proquad,private,237.1118993
ped,2021,proquad,private,244.4736163
ped,2022,proquad,private,252.039993
ped,2023,proquad,private,265.1774396
ped,2017,quadracel,cdc,45.53371919
ped,2018,quadracel,cdc,44.65192378
ped,2019,quadracel,cdc,44.32967073
ped,2020,quadracel,cdc,43.76150631
ped,2021,quadracel,cdc,44.74079432
ped,2022,quadracel,cdc,44.11261747
ped,2023,quadracel,cdc,45.71935714
ped,2017,quadracel,private,59.45734825
ped,2018,quadracel,private,58.30591108
ped,2019,quadracel,private,58.29961813
ped,2020,quadracel,private,57.58689349
ped,2021,quadracel,private,58.49855214
ped,2022,quadracel,private,57.86140218
ped,2023,quadracel,private,60.89026374
adult,2001,recombivaxhb,cdc,47.18389446
adult,2002,recombivaxhb,cdc,45.47843681
adult,2003,recombivaxhb,cdc,44.48442363
adult,2004,recombivaxhb,cdc,42.73110273
adult,2005,recombivaxhb,cdc,41.23575687
adult,2006,recombivaxhb,cdc,32.94115342
adult,2007,recombivaxhb,cdc,32.71769252
adult,2008,recombivaxhb,cdc,33.97344658
adult,2009,recombivaxhb,cdc,34.84084403
adult,2010,recombivaxhb,cdc,35.6259291
adult,2011,recombivaxhb,cdc,33.78998763
adult,2012,recombivaxhb,cdc,32.08931788
adult,2013,recombivaxhb,cdc,31.48695562
adult,2014,recombivaxhb,cdc,32.48328843
adult,2015,recombivaxhb,cdc,31.83886322
adult,2016,recombivaxhb,cdc,28.03804815
adult,2017,recombivaxhb,cdc,27.38893288
adult,2018,recombivaxhb,cdc,31.29132793
adult,2019,recombivaxhb,cdc,30.4304624
adult,2020,recombivaxhb,cdc,28.01708308
adult,2021,recombivaxhb,cdc,26.47637389
adult,2022,recombivaxhb,cdc,27.9446983
adult,2023,recombivaxhb,cdc,32.425
adult,2001,recombivaxhb,private,106.6616543
adult,2002,recombivaxhb,private,107.6163431
adult,2003,recombivaxhb,private,107.8921836
adult,2004,recombivaxhb,private,104.2088675
adult,2005,recombivaxhb,private,101.0059686
adult,2006,recombivaxhb,private,96.84577982
adult,2007,recombivaxhb,private,92.63836581
adult,2008,recombivaxhb,private,89.01288495
adult,2009,recombivaxhb,private,87.1469157
adult,2010,recombivaxhb,private,86.20629958
adult,2011,recombivaxhb,private,83.66085175
adult,2012,recombivaxhb,private,78.12775481
adult,2013,recombivaxhb,private,76.35685349
adult,2014,recombivaxhb,private,74.46953396
adult,2015,recombivaxhb,private,73.68316262
adult,2016,recombivaxhb,private,70.74475825
adult,2017,recombivaxhb,private,68.00910693
adult,2018,recombivaxhb,private,69.0824052
adult,2019,recombivaxhb,private,67.18185748
adult,2020,recombivaxhb,private,64.53358264
adult,2021,recombivaxhb,private,63.74655326
adult,2022,recombivaxhb,private,62.48956557
adult,2023,recombivaxhb,private,64.83912637
ped,2001,recombivaxhb,cdc,18.04687523
ped,2002,recombivaxhb,cdc,25.61417106
ped,2003,recombivaxhb,cdc,21.35376567
ped,2004,recombivaxhb,cdc,19.7141017
ped,2005,recombivaxhb,cdc,15.65496422
ped,2006,recombivaxhb,cdc,21.66272537
ped,2007,recombivaxhb,cdc,23.82882963
ped,2008,recombivaxhb,cdc,30.50670603
ped,2009,recombivaxhb,cdc,16.49706636
ped,2010,recombivaxhb,cdc,14.34155254
ped,2011,recombivaxhb,cdc,14.26535542
ped,2012,recombivaxhb,cdc,14.07744846
ped,2013,recombivaxhb,cdc,14.18915637
ped,2014,recombivaxhb,cdc,13.89896525
ped,2015,recombivaxhb,cdc,14.16815664
ped,2016,recombivaxhb,cdc,14.34686492
ped,2017,recombivaxhb,cdc,14.1537717
ped,2018,recombivaxhb,cdc,13.87967305
ped,2019,recombivaxhb,cdc,13.49782501
ped,2020,recombivaxhb,cdc,13.14758428
ped,2021,recombivaxhb,cdc,13.41550608
ped,2022,recombivaxhb,cdc,13.42373604
ped,2023,recombivaxhb,cdc,13.83604396
ped,2001,recombivaxhb,private,41.52175258
ped,2002,recombivaxhb,private,40.97846517
ped,2003,recombivaxhb,private,42.15212604
ped,2004,recombivaxhb,private,49.95666741
ped,2005,recombivaxhb,private,40.25959372
ped,2006,recombivaxhb,private,54.26674166
ped,2007,recombivaxhb,private,58.11229743
ped,2008,recombivaxhb,private,74.10779086
ped,2009,recombivaxhb,private,38.80866103
ped,2010,recombivaxhb,private,32.66883617
ped,2011,recombivaxhb,private,31.7042104
ped,2012,recombivaxhb,private,30.57963307
ped,2013,recombivaxhb,private,29.96845964
ped,2014,recombivaxhb,private,29.23265305
ped,2015,recombivaxhb,private,28.41784114
ped,2016,recombivaxhb,private,27.3654308
ped,2017,recombivaxhb,private,26.9881749
ped,2018,recombivaxhb,private,27.02586744
ped,2019,recombivaxhb,private,26.28235032
ped,2020,recombivaxhb,private,25.24631337
ped,2021,recombivaxhb,private,25.7958753
ped,2022,recombivaxhb,private,25.7502761
ped,2023,recombivaxhb,private,26.28412637
ped,2008,rotarix,cdc,123.5662953
ped,2009,rotarix,cdc,120.8471369
ped,2010,rotarix,cdc,117.7479278
ped,2011,rotarix,cdc,120.1278269
ped,2012,rotarix,cdc,119.3419971
ped,2013,rotarix,cdc,118.196079
ped,2014,rotarix,cdc,113.3387178
ped,2015,rotarix,cdc,104.1113483
ped,2016,rotarix,cdc,101.8258785
ped,2017,rotarix,cdc,103.5218217
ped,2018,rotarix,cdc,104.2723923
ped,2019,rotarix,cdc,103.4120554
ped,2020,rotarix,cdc,102.0430687
ped,2021,rotarix,cdc,103.0488398
ped,2022,rotarix,cdc,101.7455959
ped,2023,rotarix,cdc,104.6998791
ped,2008,rotarix,private,153.9883923
ped,2009,rotarix,private,149.2586956
ped,2010,rotarix,private,144.3342977
ped,2011,rotarix,private,140.0724813
ped,2012,rotarix,private,140.1420723
ped,2013,rotarix,private,137.1075789
ped,2014,rotarix,private,133.9032491
ped,2015,rotarix,private,130.4697365
ped,2016,rotarix,private,128.5054441
ped,2017,rotarix,private,126.2870374
ped,2018,rotarix,private,130.3855965
ped,2019,rotarix,private,131.7789532
ped,2020,rotarix,private,129.07338
ped,2021,rotarix,private,132.055048
ped,2022,rotarix,private,129.977571
ped,2023,rotarix,private,134.3896868
ped,2006,rotateq,cdc,84.59938427
ped,2007,rotateq,cdc,83.90029365
ped,2008,rotateq,cdc,83.57264963
ped,2009,rotateq,cdc,83.29363305
ped,2010,rotateq,cdc,82.60186481
ped,2011,rotateq,cdc,81.47054012
ped,2012,rotateq,cdc,80.46814035
ped,2013,rotateq,cdc,81.51568366
ped,2014,rotateq,cdc,80.36477325
ped,2015,rotateq,cdc,78.30387862
ped,2016,rotateq,cdc,77.68539827
ped,2017,rotateq,cdc,78.77238454
ped,2018,rotateq,cdc,79.16069955
ped,2019,rotateq,cdc,77.35460852
ped,2020,rotateq,cdc,75.40425515
ped,2021,rotateq,cdc,77.08035969
ped,2022,rotateq,cdc,76.45648909
ped,2023,rotateq,cdc,78.67379121
ped,2006,rotateq,private,102.9021357
ped,2007,rotateq,private,102.0330175
ped,2008,rotateq,private,101.6375393
ped,2009,rotateq,private,101.3357329
ped,2010,rotateq,private,97.99242711
ped,2011,rotateq,private,95.09896558
ped,2012,rotateq,private,95.04899453
ped,2013,rotateq,private,96.30649278
ped,2014,rotateq,private,94.4911893
ped,2015,rotateq,private,92.62898312
ped,2016,rotateq,private,93.42652251
ped,2017,rotateq,private,94.14581733
ped,2018,rotateq,private,93.53545519
ped,2019,rotateq,private,91.56115677
ped,2020,rotateq,private,89.10736663
ped,2021,rotateq,private,91.11691185
ped,2022,rotateq,private,91.03563911
ped,2023,rotateq,private,93.12512637
adult,2018,shingrix,cdc,115.3141292
adult,2019,shingrix,cdc,112.5333979
adult,2020,shingrix,cdc,106.9989833
adult,2021,shingrix,cdc,102.9711965
adult,2022,shingrix,cdc,101.7992447
adult,2023,shingrix,cdc,112.7725412
adult,2018,shingrix,private,157.9800184
adult,2019,shingrix,private,155.9509494
adult,2020,shingrix,private,158.9579165
adult,2021,shingrix,private,167.7561592
adult,2022,shingrix,private,166.936198
adult,2023,shingrix,private,182.399467
adult,2019,tdvax,cdc,16.83589537
adult,2020,tdvax,cdc,17.02202373
adult,2021,tdvax,cdc,17.04616878
adult,2022,tdvax,cdc,16.88895252
adult,2023,tdvax,cdc,17.85414835
adult,2019,tdvax,private,27.56848454
adult,2020,tdvax,private,27.07785698
adult,2021,tdvax,private,26.94390415
adult,2022,tdvax,private,26.54578649
adult,2023,tdvax,private,27.78348901
ped,2019,tdvax,cdc,17.58777572
ped,2020,tdvax,cdc,17.14430232
ped,2021,tdvax,cdc,17.17659072
ped,2022,tdvax,cdc,17.16891633
ped,2023,tdvax,cdc,18.22416484
ped,2019,tdvax,private,27.56848454
ped,2020,tdvax,private,27.07785698
ped,2021,tdvax,private,26.94390415
ped,2022,tdvax,private,26.86952102
ped,2023,tdvax,private,27.78348901
adult,2012,tenivac,cdc,17.64600206
adult,2013,tenivac,cdc,17.40441673
adult,2014,tenivac,cdc,17.50577521
adult,2015,tenivac,cdc,17.52121529
adult,2016,tenivac,cdc,14.47422589
adult,2017,tenivac,cdc,14.12162128
adult,2018,tenivac,cdc,14.06473535
adult,2019,tenivac,cdc,13.67779601
adult,2020,tenivac,cdc,13.13862421
adult,2021,tenivac,cdc,12.97839007
adult,2022,tenivac,cdc,17.04229713
adult,2023,tenivac,cdc,21.7481044
adult,2012,tenivac,private,27.88002951
adult,2013,tenivac,private,27.83403869
adult,2014,tenivac,private,27.31591101
adult,2015,tenivac,private,30.64650479
adult,2016,tenivac,private,35.06945892
adult,2017,tenivac,private,37.11745382
adult,2018,tenivac,private,36.41439425
adult,2019,tenivac,private,35.41258642
adult,2020,tenivac,private,34.01664018
adult,2021,tenivac,private,33.60178493
adult,2022,tenivac,private,35.13446749
adult,2023,tenivac,private,39.58291484
ped,2012,tenivac,cdc,22.37741555
ped,2013,tenivac,cdc,22.45516614
ped,2014,tenivac,cdc,22.18988011
ped,2015,tenivac,cdc,22.69858093
ped,2016,tenivac,cdc,22.96972885
ped,2017,tenivac,cdc,22.65754184
ped,2018,tenivac,cdc,22.52455294
ped,2019,tenivac,cdc,22.46266361
ped,2020,tenivac,cdc,22.17538132
ped,2021,tenivac,cdc,22.51654971
ped,2022,tenivac,cdc,22.39670369
ped,2023,tenivac,cdc,23.21556593
ped,2012,tenivac,private,27.88002951
ped,2013,tenivac,private,27.83403869
ped,2014,tenivac,private,27.88339887
ped,2015,tenivac,private,29.44931658
ped,2016,tenivac,private,34.51592267
ped,2017,tenivac,private,37.11745382
ped,2018,tenivac,private,37.11402004
ped,2019,tenivac,private,37.12167179
ped,2020,tenivac,private,36.6835785
ped,2021,tenivac,private,37.63150008
ped,2022,tenivac,private,37.50480285
ped,2023,tenivac,private,39.58291484
adult,2015,trumenba,cdc,104.3500796
adult,2016,trumenba,cdc,100.9209256
adult,2017,trumenba,cdc,94.6326259
adult,2018,trumenba,cdc,85.55069369
adult,2019,trumenba,cdc,88.32023167
adult,2020,trumenba,cdc,93.94369299
adult,2021,trumenba,cdc,98.20363856
adult,2022,trumenba,cdc,99.25217963
adult,2023,trumenba,cdc,105.5296429
adult,2015,trumenba,private,141.4789239
adult,2016,trumenba,private,137.1869639
adult,2017,trumenba,private,142.1753511
adult,2018,trumenba,private,150.7806433
adult,2019,trumenba,private,150.2610729
adult,2020,trumenba,private,157.008971
adult,2021,trumenba,private,163.0490979
adult,2022,trumenba,private,167.3514604
adult,2023,trumenba,private,178.3392857
ped,2015,trumenba,cdc,117.2232079
ped,2016,trumenba,cdc,112.9465419
ped,2017,trumenba,cdc,114.6779224
ped,2018,trumenba,cdc,117.1850267
ped,2019,trumenba,cdc,118.4312648
ped,2020,trumenba,cdc,119.1241235
ped,2021,trumenba,cdc,123.4454838
ped,2022,trumenba,cdc,124.4161793
ped,2023,trumenba,cdc,129.5337363
ped,2015,trumenba,private,141.7084733
ped,2016,trumenba,private,137.1869639
ped,2017,trumenba,private,142.1753511
ped,2018,trumenba,private,150.7806433
ped,2019,trumenba,private,150.2610729
ped,2020,trumenba,private,157.008971
ped,2021,trumenba,private,163.1822946
ped,2022,trumenba,private,167.3514604
ped,2023,trumenba,private,178.3392857
adult,2001,twinrix,cdc,72.50833426
adult,2002,twinrix,cdc,69.24211685
adult,2003,twinrix,cdc,66.57903319
adult,2004,twinrix,cdc,63.77039516
adult,2005,twinrix,cdc,62.43734348
adult,2006,twinrix,cdc,61.16220828
adult,2007,twinrix,cdc,59.21178995
adult,2008,twinrix,cdc,56.95201465
adult,2009,twinrix,cdc,58.28058001
adult,2010,twinrix,cdc,59.85366536
adult,2011,twinrix,cdc,59.43293026
adult,2012,twinrix,cdc,58.36036266
adult,2013,twinrix,cdc,61.03744219
adult,2014,twinrix,cdc,63.48287225
adult,2015,twinrix,cdc,64.27779034
adult,2016,twinrix,cdc,63.95782248
adult,2017,twinrix,cdc,63.6075027
adult,2018,twinrix,cdc,63.56438884
adult,2019,twinrix,cdc,65.10012578
adult,2020,twinrix,cdc,65.29940505
adult,2021,twinrix,cdc,65.59401808
adult,2022,twinrix,cdc,65.99174289
adult,2023,twinrix,cdc,71.96408242
adult,2003,twinrix,private,144.7135798
adult,2004,twinrix,private,138.3463855
adult,2005,twinrix,private,134.3190817
adult,2006,twinrix,private,127.2790764
adult,2007,twinrix,private,121.9312727
adult,2008,twinrix,private,121.0562556
adult,2009,twinrix,private,126.2816576
adult,2010,twinrix,private,126.5213332
adult,2011,twinrix,private,122.9446691
adult,2012,twinrix,private,121.8859511
adult,2013,twinrix,private,119.0058276
adult,2014,twinrix,private,116.2245523
adult,2015,twinrix,private,113.2443523
adult,2016,twinrix,private,109.1128473
adult,2017,twinrix,private,109.6452595
adult,2018,twinrix,private,113.1621784
adult,2019,twinrix,private,113.3139576
adult,2020,twinrix,private,111.8701885
adult,2021,twinrix,private,116.7045103
adult,2022,twinrix,private,114.6662532
adult,2023,twinrix,private,121.0072198
ped,2005,twinrix,cdc,62.45826326
ped,2006,twinrix,cdc,62.04033808
ped,2007,twinrix,cdc,59.21178995
ped,2008,twinrix,cdc,56.95201465
ped,2009,twinrix,cdc,59.34463329
ped,2010,twinrix,cdc,61.55968051
ped,2011,twinrix,cdc,63.9092428
ped,2012,twinrix,cdc,64.37387491
ped,2013,twinrix,cdc,64.87291483
ped,2014,twinrix,cdc,65.20394143
ped,2015,twinrix,cdc,65.38077082
ped,2016,twinrix,cdc,64.82777627
ped,2017,twinrix,cdc,65.0849678
